[2021-07-20 15:24:07,591] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:27:00,625] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:27:01,087] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:27:01] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:27:01,121] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:27:01] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:27:08,090] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\forms.py', reloading
[2021-07-20 15:27:08,178] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:27:09,684] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:27:09,694] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:27:09,787] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:31:44,241] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\routes.py', reloading
[2021-07-20 15:31:44,334] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:31:45,757] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:31:45,768] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:31:45,847] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:32:27,252] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\routes.py', reloading
[2021-07-20 15:32:27,343] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:32:28,982] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:32:29,005] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:32:29,084] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:33:28,527] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\routes.py', reloading
[2021-07-20 15:33:28,618] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:33:30,104] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:33:30,114] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:33:30,191] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:33:46,997] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:46] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:33:47,031] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:47] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:33:47,995] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:47] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:33:48,029] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:48] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:33:48,568] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:33:48,592] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:48] "GET / HTTP/1.1" 200 -
[2021-07-20 15:33:48,621] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:48] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:33:49,984] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:49] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:33:50,013] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:33:50] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:34:04,309] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "[35m[1mPOST /post/new HTTP/1.1[0m" 500 -
[2021-07-20 15:34:04,366] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "GET /post/new?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2021-07-20 15:34:04,370] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "GET /post/new?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2021-07-20 15:34:04,406] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:34:04,444] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "GET /post/new?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2021-07-20 15:34:04,520] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:34:04] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:37:27,730] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 15:37:27,821] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:37:29,255] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:37:29,277] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:37:29,358] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:37:43,185] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 15:37:43,282] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:37:44,882] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:37:44,905] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:37:44,983] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:38:16,144] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:38:17,512] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:38:17,531] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:38:17,607] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:38:21,199] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:38:21,241] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:38:21] "GET / HTTP/1.1" 200 -
[2021-07-20 15:38:21,282] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:38:21] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:45:34,234] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:45:34,238] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:34] "GET / HTTP/1.1" 200 -
[2021-07-20 15:45:34,267] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:34] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:45:36,859] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:36] "GET /register HTTP/1.1" 200 -
[2021-07-20 15:45:36,888] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:36] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:45:48,521] [DEBUG] [flaskblog] [routes:41] - New user created successfully.
[2021-07-20 15:45:48,525] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:48] "[32mPOST /register HTTP/1.1[0m" 302 -
[2021-07-20 15:45:48,543] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:48] "[32mGET /login HTTP/1.1[0m" 302 -
[2021-07-20 15:45:48,551] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:45:48,556] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:48] "GET /home HTTP/1.1" 200 -
[2021-07-20 15:45:48,582] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:48] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:45:51,581] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:51] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:45:51,609] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:45:51] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:46:07,307] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "[35m[1mPOST /post/new HTTP/1.1[0m" 500 -
[2021-07-20 15:46:07,354] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "GET /post/new?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2021-07-20 15:46:07,361] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "GET /post/new?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2021-07-20 15:46:07,377] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:46:07,438] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "GET /post/new?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2021-07-20 15:46:07,484] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:46:07] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:51:54,968] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 15:51:55,060] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:51:56,491] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:51:56,502] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:51:56,577] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:52:01,176] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "[35m[1mPOST /post/new HTTP/1.1[0m" 500 -
[2021-07-20 15:52:01,222] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "GET /post/new?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2021-07-20 15:52:01,224] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "GET /post/new?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2021-07-20 15:52:01,244] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:52:01,273] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "GET /post/new?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2021-07-20 15:52:01,318] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:01] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:52:07,270] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:07] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:52:07,298] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:07] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:52:16,737] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "[35m[1mPOST /post/new HTTP/1.1[0m" 500 -
[2021-07-20 15:52:16,783] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "GET /post/new?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2021-07-20 15:52:16,790] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "GET /post/new?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2021-07-20 15:52:16,818] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:52:16,850] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "GET /post/new?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2021-07-20 15:52:16,900] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:52:16] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:53:32,086] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:53:33,561] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:53:33,583] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:53:33,667] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 15:53:35,310] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:53:35,370] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:35] "GET / HTTP/1.1" 200 -
[2021-07-20 15:53:35,410] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:35] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:53:38,197] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:38] "GET /register HTTP/1.1" 200 -
[2021-07-20 15:53:38,234] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:38] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:53:52,057] [DEBUG] [flaskblog] [routes:41] - New user created successfully.
[2021-07-20 15:53:52,060] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:52] "[32mPOST /register HTTP/1.1[0m" 302 -
[2021-07-20 15:53:52,104] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:52] "[32mGET /login HTTP/1.1[0m" 302 -
[2021-07-20 15:53:52,114] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 15:53:52,119] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:52] "GET /home HTTP/1.1" 200 -
[2021-07-20 15:53:52,146] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:52] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:53:53,643] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:53] "GET /post/new HTTP/1.1" 200 -
[2021-07-20 15:53:53,674] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:53:53] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 15:54:05,309] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "[35m[1mPOST /post/new HTTP/1.1[0m" 500 -
[2021-07-20 15:54:05,361] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "GET /post/new?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2021-07-20 15:54:05,366] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "GET /post/new?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2021-07-20 15:54:05,393] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:54:05,466] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "GET /post/new?__debugger__=yes&cmd=resource&f=ubuntu.ttf HTTP/1.1" 200 -
[2021-07-20 15:54:05,520] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 15:54:05] "GET /post/new?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2021-07-20 15:54:53,353] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 15:54:53,441] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 15:54:54,864] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 15:54:54,876] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 15:54:54,935] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 16:06:00,751] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 16:06:00,844] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 16:06:02,382] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 16:06:02,397] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 16:06:02,456] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 16:06:07,832] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\models.py', reloading
[2021-07-20 16:06:07,902] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 16:06:09,433] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 16:06:09,446] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 16:06:09,518] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 16:07:44,856] [INFO] [werkzeug] [_internal:225] -  * Detected change in 'C:\\Users\\iluminate\\Desktop\\New folder\\blogtown_onprogress\\flaskblog\\routes.py', reloading
[2021-07-20 16:07:44,944] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 16:07:46,416] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 16:07:46,425] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 16:07:46,492] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 16:13:37,338] [INFO] [werkzeug] [_internal:225] -  * Restarting with stat
[2021-07-20 16:13:38,982] [WARNING] [werkzeug] [_internal:225] -  * Debugger is active!
[2021-07-20 16:13:38,998] [INFO] [werkzeug] [_internal:225] -  * Debugger PIN: 136-547-778
[2021-07-20 16:13:39,096] [INFO] [werkzeug] [_internal:225] -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
[2021-07-20 16:13:42,449] [DEBUG] [flaskblog] [routes:21] - index without searching returned 0 posts
[2021-07-20 16:13:42,501] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 16:13:42] "GET / HTTP/1.1" 200 -
[2021-07-20 16:13:42,545] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 16:13:42] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 16:13:45,596] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 16:13:45] "GET /register HTTP/1.1" 200 -
[2021-07-20 16:13:45,629] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 16:13:45] "[36mGET /static/main.css HTTP/1.1[0m" 304 -
[2021-07-20 16:13:57,068] [DEBUG] [flaskblog] [routes:41] - New user created successfully.
[2021-07-20 16:13:57,071] [INFO] [werkzeug] [_internal:225] - 127.0.0.1 - - [20/Jul/2021 16:13:57] "[32mPOST /register HTTP/1.1[0m" 302 -
